activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163583700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,25000.0,16.67,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,155000,1,1,3,5,1,NA,19,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3705,29.2,72800,130,1196,1580,63
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163591600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,1,1,2,2,2,445000.0,90.0,3.875,-0.656,2,5507.35,NA,2815.35,1685.35,,360,NA,60,2,2,2,2,495000,1,1,3,5,1,NA,225,20%-<30%,3,9,2,,,,,2,,,,,2,2,2,21,,,,2,21,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,2,7,,,,10,,,,2287,37.95,72800,142,701,740,18
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163557200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,31,1,2,2,2,195000.0,NA,3.875,NA,3,5211.0,NA,3195.0,1945.0,,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,47,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2081,12.25,72800,127,619,650,55
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163551700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,5,0,2,1,31,1,2,2,2,145000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,120,2,2,2,2,NA,1,1,3,5,1,NA,47,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,2,7,,,,10,,,,3399,12.62,72800,239,1290,1328,57
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163538900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,3,0,2,1,4,2,2,1,2,75000.0,69.64,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,215000,1,1,3,5,1,NA,105,>60%,8,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,3465,97.66,72800,79,882,1377,68
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163561302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,2,2,2,1,2,85000.0,55.14,3.24,0.765,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,685000,1,1,3,5,1,NA,135,49,9,8,2,,,,,2,,,,,2,2,2,21,,,,2,21,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4055,26.66,72800,384,1208,1563,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163539200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,2,1,2,1,2,45000.0,999.99,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,5000,1,1,3,5,1,NA,50,38,8,10,1,12,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,4863,98.5,72800,73,1457,2072,67
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163537300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,65000.0,76.92,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,112,30%-<36%,8,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,1,2,2,55-64,25-34,No,No,1,1,6,,,,,3,,,,1987,98.54,72800,57,333,1225,77
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163545500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,1,2,65000.0,79.28,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,69,>60%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,,,,3878,72.46,72800,30,535,1508,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163537100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,55000.0,81.56,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,1,3,5,1,NA,67,38,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,1946,98.56,72800,55,454,1049,69
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163502000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,1,2,1,2,1,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,16,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,1858,96.34,72800,66,575,1021,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163554700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,55000.0,76.8,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,305000,1,1,3,5,1,NA,110,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3297,54.66,72800,134,1071,1243,63
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,65000.0,60.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,105000,1,1,3,5,1,NA,30,>60%,8,10,14,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,4463,8.29,72800,70,596,1049,74
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163569300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,4,2,2,1,2,45000.0,93.91,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,285000,1,1,3,5,1,NA,140,30%-<36%,8,9,2,,,,,2,,,,,2,2,2,5,23,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,3,,,,3688,18.25,72800,108,1202,1453,63
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163572200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,1,2,105000.0,32.79,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,305000,1,2,3,5,1,NA,196,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,7155,11.33,72800,123,2000,2294,62
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163585800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,2,1,1,2,2,2,345000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,90,>60%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,3,,,,,1,3,5,,4955,69.04,72800,118,1133,1488,29
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163535300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,1,1,1,1,2,2,2,95000.0,95.0,3.5,-1.249,2,0.0,NA,0.0,4391.25,,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,41,30%-<36%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3950,98.81,72800,60,844,1598,74
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163565302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,25000.0,73.65,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,195000,1,1,3,5,1,NA,80,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,5,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,4478,57.93,72800,96,907,621,37
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,1,1,2,2,2,255000.0,NA,4.25,NA,3,7844.48,NA,990.0,,51.23,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,54,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5715,8.77,72800,75,843,1436,76
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163523800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,1,1,2,2,2,165000.0,NA,4.625,NA,3,6126.49,NA,990.0,,29.5,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,102,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3759,84.62,72800,59,716,1692,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,2,2,2,1,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,306,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,3670,44.03,72800,256,1312,1359,24
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,4,1,2,1,2,185000.0,32.73,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,555000,1,1,3,5,1,NA,65,>60%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,7392,9,72800,42,688,1774,78
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163502000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,3,0,2,1,2,1,2,1,2,75000.0,62.5,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,125000,1,1,3,5,1,NA,48,41,8,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,4,,,,1858,96.34,72800,66,575,1021,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163569200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,35000.0,59.6,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,175000,1,1,3,5,1,NA,47,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,2747,19.77,72800,81,749,1018,61
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,3,0,2,1,2,1,2,1,2,55000.0,70.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,85000,1,1,3,5,1,NA,35,<20%,8,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,4056,92.43,72800,58,933,1805,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,1,2,1,2,305000.0,56.05,3.24,0.455,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,535000,1,1,3,5,1,NA,146,20%-<30%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6131,33.57,72800,268,1813,1845,24
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163593200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,145000.0,89.07,4.875,0.427,2,3590.45,NA,1613.45,333.45,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,54,40,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,10,,,,3931,22.54,72800,147,1296,1421,40
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,3,0,2,1,2,1,2,1,2,55000.0,70.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,85000,1,1,3,5,1,NA,52,<20%,8,9,3,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,2,2,2,55-64,45-54,No,No,1,1,6,,,,,3,,,,4056,92.43,72800,58,933,1805,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,25000.0,69.44,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,35000,1,1,3,5,1,NA,48,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2218,80.57,72800,60,405,881,72
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163538200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,5,0,2,1,32,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,68,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,7,,,,10,,,,1972,82.05,72800,233,722,810,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163526300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,1,75000.0,84.09,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,85000,1,1,3,5,2,NA,40,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,3345,90.1,72800,41,704,1495,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163567100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,55000.0,63.29,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,47,20%-<30%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,3721,28.92,72800,89,896,1189,55
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163568300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,25000.0,79.17,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,245000,1,1,3,5,1,NA,255,30%-<36%,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,65-74,No,Yes,1,1,6,,,,,3,,,,4259,37.1,72800,103,855,1584,60
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163558100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,55000.0,43.83,3.74,0.745,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,255000,1,1,3,5,1,NA,92,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3451,15.5,72800,167,1270,1439,61
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163590401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,45000.0,12.05,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,375000,1,1,3,5,1,NA,107,50%-60%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,3,,,,7844,17.11,72800,166,2343,2828,23
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163545500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,1,2,45000.0,62.5,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,1,3,5,1,NA,75,<20%,8,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,3,6,,,3878,72.46,72800,30,535,1508,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163568900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,55000.0,30.55,3.625,1.171,2,3587.71,NA,2109.71,979.71,,180,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,20,38,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,2697,25.4,72800,96,1076,1328,36
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163576300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,55000.0,130.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,155000,1,1,3,5,1,NA,80,44,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,2383,18.93,72800,134,790,982,66
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,58.14,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,45000,1,1,3,5,1,NA,23,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,6,,,,,9,,,,3328,97.9,72800,56,609,1608,73
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163556500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,155000.0,80.0,4.125,-0.877,2,1932.84,NA,1230.59,5771.44,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,50,44,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,2172,16.53,72800,148,763,831,36
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163563900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,75000.0,50.07,3.74,0.745,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,365000,1,1,3,5,1,NA,165,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,2650,35.43,72800,175,680,744,41
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163542300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,25000.0,38.46,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,1,3,5,1,NA,73,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,9,,,,2255,98.23,72800,0,483,1158,76
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163575100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,55000.0,26.86,3.74,0.77,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,185000,1,1,3,5,1,NA,26,46,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,2712,20.65,72800,108,689,1137,67
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,1,2,405000.0,103.09,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,385000,1,1,3,5,1,NA,365,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,4,,,3340,7.6,72800,181,679,777,52
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163542600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,55000.0,50.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,105000,1,1,3,5,1,NA,40,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3168,99.31,72800,78,520,1249,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163578600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,25000.0,17.24,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,145000,1,1,3,5,1,NA,71,20%-<30%,8,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,45-54,<25,No,No,1,1,6,,,,,3,,,,6443,40.96,72800,72,1030,1720,68
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163596100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,1,1,1,1,2,2,2,415000.0,80.0,4.625,-0.541,3,NA,NA,NA,NA,NA,360,NA,NA,2,1,2,2,515000,1,1,3,5,1,NA,125,30%-<36%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,7,,,,,10,,,,3670,8.39,72800,168,1368,1581,46
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,2,1,2,1,2,55000.0,40.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,125000,1,1,3,5,1,NA,86,<20%,8,10,14,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3624,92.16,72800,116,800,1471,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163503300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,41.67,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,1,3,5,1,NA,30,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,3407,97.36,72800,47,309,1809,72
